date,close,volume,open,high,low
8/24/17,243.99,50537170,245,245.18,243.75
8/23/17,244.56,49991840,244.33,245.05,244.16
8/22/17,245.44,62968970,243.57,245.62,243.55
8/21/17,242.9,65355480,242.64,243.2,241.83
8/18/17,242.71,136647500,242.9,244.189,242.2
8/17/17,243.09,127904900,246.24,246.6,243.09
8/16/17,246.94,56456130,247.11,247.57,246.45
8/15/17,246.51,55046030,246.98,247,246.16
8/14/17,246.54,73068140,245.59,246.79,245.55
8/11/17,244.12,74719460,244.02,244.8,243.75
8/10/17,243.76,119874200,246.29,246.44,243.7
8/9/17,247.25,62302650,246.47,247.31,246.06
8/8/17,247.26,61437080,247.51,248.91,246.83
8/7/17,247.87,31853630,247.49,247.87,247.37
8/4/17,247.41,60164150,247.52,247.79,246.97
8/3/17,246.96,40725660,247.31,247.34,246.64
8/2/17,247.44,46641310,247.47,247.6,246.37
8/1/17,247.32,54942570,247.46,247.5,246.716
7/31/17,246.77,65446360,247.37,247.48,246.53
7/28/17,246.91,50018870,246.65,247.06,246.13
7/27/17,247.2,70410610,247.96,248,245.68
7/26/17,247.43,47318940,247.75,247.79,247.13
7/25/17,247.42,54492150,247.68,247.8,247.16
7/24/17,246.82,46497170,246.79,246.98,246.28
7/21/17,246.88,88656800,246.44,246.91,246.18
7/20/17,247.1,46994570,247.28,247.42,246.47
7/19/17,246.99,50876400,246.02,247,246.01
7/18/17,245.66,42462230,245.06,245.72,244.67
7/17/17,245.53,33455300,245.47,245.91,245.33
7/14/17,245.56,60218150,244.43,245.97,244.31
7/13/17,244.42,39374380,244.02,244.55,243.76
7/12/17,244.01,59173800,243.3,244.2,243.3
7/11/17,242.19,50246650,242.16,242.55,240.85
7/10/17,242.37,36531030,241.95,242.8,241.76
7/7/17,242.11,57080980,241.21,242.28,240.5645
7/6/17,240.55,65968410,241.89,242.03,240.34
7/5/17,242.77,54252310,242.63,243.01,241.7
7/3/17,242.21,39153810,242.88,243.38,242.21
6/30/17,241.8,85199080,242.28,242.71,241.575
6/29/17,241.35,106617800,243.66,243.72,239.955
6/28/17,243.49,69904140,242.5,243.715,242.23
6/27/17,241.33,82144080,243.04,243.38,241.31
6/26/17,243.29,56556170,243.9,244.38,243.045
6/23/17,243.13,66839890,242.91,243.51,242.47
6/22/17,242.84,44068300,242.96,243.53,242.64
6/21/17,242.95,55784180,243.42,243.59,242.41
6/20/17,243.01,56516390,244.25,244.26,242.99
6/19/17,244.66,64836890,243.59,244.73,243.48
6/16/17,242.64,83932400,242.77,242.83,241.6337
