Date,Open,High,Low,Close,Volume
1-Dec-16,220.73,220.73,219.15,219.57,79040487
30-Nov-16,221.63,221.82,220.31,220.38,113291793
29-Nov-16,220.52,221.44,220.17,220.91,69886690
28-Nov-16,221.16,221.48,220.36,220.48,76572511
25-Nov-16,221.10,221.56,221.01,221.52,37872255
23-Nov-16,219.98,220.76,219.75,220.70,56620237
22-Nov-16,220.51,220.79,219.73,220.58,67428957
21-Nov-16,219.17,220.18,219.00,220.15,72402638
18-Nov-16,219.07,219.27,218.29,218.50,86265751
17-Nov-16,218.05,219.06,217.92,218.99,69797191
16-Nov-16,217.56,218.14,217.42,217.87,65617697
15-Nov-16,217.04,218.28,216.80,218.28,91652580
14-Nov-16,217.03,217.27,215.72,216.59,94579982
11-Nov-16,216.08,216.70,215.32,216.42,100552732
10-Nov-16,217.30,218.31,215.22,216.92,172113313
9-Nov-16,212.37,217.10,212.34,216.38,258428972
8-Nov-16,212.69,214.77,212.38,214.11,106772138
7-Nov-16,211.45,213.19,211.30,213.15,109794861
4-Nov-16,208.91,209.89,208.38,208.55,109122059
3-Nov-16,209.99,210.24,208.46,208.78,88939346
2-Nov-16,210.65,211.10,209.23,209.74,103330806
1-Nov-16,212.93,212.99,209.60,211.01,122781818
31-Oct-16,212.93,213.19,212.36,212.55,61272507
28-Oct-16,213.14,213.93,211.71,212.54,140623183
27-Oct-16,214.58,214.62,213.08,213.17,77220213
26-Oct-16,213.21,214.42,212.93,213.74,75705478
25-Oct-16,214.68,214.98,213.98,214.17,66542329
24-Oct-16,215.00,215.32,214.48,214.89,60146592
21-Oct-16,212.96,214.08,212.76,213.98,89089092
20-Oct-16,213.87,214.53,213.11,213.88,73639830
19-Oct-16,214.02,214.64,213.60,214.28,66519224
18-Oct-16,214.24,214.31,213.27,213.71,76869656
17-Oct-16,213.09,213.39,212.17,212.38,58275674
14-Oct-16,214.15,214.69,213.03,213.12,93346237
13-Oct-16,212.16,213.59,211.21,213.01,101356960
12-Oct-16,213.59,214.32,213.01,213.71,73866117
11-Oct-16,215.66,215.74,212.58,213.43,130367373
10-Oct-16,216.16,216.70,215.98,216.16,51855023
7-Oct-16,216.10,216.30,214.19,215.04,89788255
6-Oct-16,215.37,216.04,214.74,215.78,62927376
5-Oct-16,215.41,216.13,215.33,215.63,72815963
4-Oct-16,215.91,216.17,213.99,214.68,119948052
3-Oct-16,215.82,216.04,215.04,215.78,83512057
30-Sep-16,215.65,217.12,215.36,216.30,117202914
29-Sep-16,216.40,216.87,214.04,214.68,128070615
28-Sep-16,215.83,216.82,214.71,216.64,87411015
27-Sep-16,214.05,215.68,213.62,215.57,78494829
26-Sep-16,215.02,215.23,214.01,214.24,89827305
23-Sep-16,216.72,216.88,215.88,215.99,73630921
22-Sep-16,217.00,217.53,216.71,217.18,76678713
21-Sep-16,214.24,216.03,213.44,215.82,110284425
20-Sep-16,214.41,214.59,213.38,213.42,69665279
19-Sep-16,214.13,214.88,213.03,213.41,80250490
16-Sep-16,213.48,213.69,212.57,213.37,155236354
15-Sep-16,212.96,215.73,212.75,215.28,145736123
14-Sep-16,213.29,214.70,212.50,213.15,134185491
13-Sep-16,214.84,215.15,212.50,213.23,182828839
12-Sep-16,212.39,216.81,212.31,216.34,168110913
9-Sep-16,216.97,217.03,213.25,213.28,221589073
8-Sep-16,218.62,218.94,218.15,218.51,74102880
7-Sep-16,218.84,219.22,218.30,219.01,76554855
6-Sep-16,218.70,219.12,217.86,219.03,56702089
2-Sep-16,218.39,218.87,217.70,218.37,79293856
1-Sep-16,217.37,217.73,216.03,217.39,97844207
31-Aug-16,217.61,217.75,216.46,217.38,85269453
30-Aug-16,218.26,218.59,217.35,218.00,58114543
29-Aug-16,217.44,218.66,217.40,218.36,70502167
26-Aug-16,217.92,219.12,216.25,217.29,122506348
25-Aug-16,217.40,218.19,217.22,217.70,69224776
24-Aug-16,218.80,218.91,217.36,217.85,71728949
