Date,Open,High,Low,Close,Volume
24-Oct-16,49.82,49.88,49.52,49.58,10753462
21-Oct-16,49.07,49.63,48.98,49.57,12728627
20-Oct-16,49.46,49.90,49.21,49.58,13522551
19-Oct-16,49.11,49.71,49.03,49.48,14663626
18-Oct-16,49.18,49.29,48.81,48.99,18159870
17-Oct-16,48.59,49.14,48.41,48.60,16654956
14-Oct-16,49.60,49.95,48.39,48.61,28291799
13-Oct-16,47.92,48.68,47.54,48.47,22302168
12-Oct-16,48.97,49.22,48.66,48.70,14407344
11-Oct-16,49.28,49.65,48.69,48.99,16033289
10-Oct-16,49.46,49.96,49.37,49.55,14022675
7-Oct-16,49.00,49.40,48.68,49.28,16583991
6-Oct-16,48.83,49.09,48.37,49.07,15721047
5-Oct-16,48.01,48.88,48.01,48.65,18173364
4-Oct-16,47.10,48.43,47.08,47.75,25541972
3-Oct-16,47.02,47.26,46.78,47.03,13819786
30-Sep-16,46.33,47.50,46.06,47.23,25563084
29-Sep-16,46.80,47.40,45.41,45.80,28066787
28-Sep-16,46.58,46.91,46.10,46.87,15871608
27-Sep-16,45.52,46.48,45.16,46.37,16165734
26-Sep-16,46.51,46.63,45.83,45.89,22646738
23-Sep-16,47.02,47.46,46.84,47.15,14793526
22-Sep-16,46.99,47.30,46.75,47.11,16247609
21-Sep-16,47.00,47.28,46.29,46.90,16605155
20-Sep-16,47.04,47.19,46.45,46.54,13749411
19-Sep-16,46.62,47.24,46.51,46.59,12759685
16-Sep-16,46.60,46.79,46.24,46.41,24820832
15-Sep-16,46.75,47.32,46.59,47.08,14205345
14-Sep-16,46.89,47.44,46.68,46.75,19778442
13-Sep-16,46.90,47.29,46.61,46.92,19885037
12-Sep-16,46.64,47.87,46.33,47.79,22074757
9-Sep-16,47.90,48.17,47.17,47.17,20468110
8-Sep-16,47.46,48.07,47.32,47.79,15856381
7-Sep-16,47.00,47.64,46.86,47.48,13610584
6-Sep-16,47.51,47.65,46.65,47.29,17649519
2-Sep-16,47.50,47.71,47.01,47.51,16293784
1-Sep-16,47.82,48.03,46.76,47.36,19403873
31-Aug-16,47.96,48.18,47.25,47.74,20826607
30-Aug-16,47.22,47.93,47.22,47.90,17519795
29-Aug-16,47.19,47.69,47.11,47.26,16699972
26-Aug-16,46.83,47.24,46.70,47.11,23338460
25-Aug-16,46.51,46.82,46.47,46.72,16520236
24-Aug-16,46.63,47.12,46.54,46.66,16054356
