Date,Open,High,Low,Close,Volume
22-Aug-17,178.50,180.61,178.46,180.45,2925278
21-Aug-17,177.62,178.50,177.07,178.34,2878449
18-Aug-17,176.57,178.82,176.27,177.56,3586077
17-Aug-17,178.25,178.70,177.16,177.16,4189507
16-Aug-17,178.20,178.97,177.60,178.54,2299204
15-Aug-17,177.74,178.15,177.24,177.47,2669980
14-Aug-17,176.75,177.73,176.45,177.29,2710069
11-Aug-17,176.32,177.17,175.27,175.34,2580408
10-Aug-17,177.13,177.60,176.26,176.36,3084301
9-Aug-17,175.50,178.16,175.05,178.06,2804084
8-Aug-17,177.71,178.29,176.20,176.43,2925032
7-Aug-17,177.04,178.41,177.04,178.04,3279231
4-Aug-17,179.80,179.99,178.69,179.92,2636647
3-Aug-17,177.50,179.00,177.44,178.99,2856181
2-Aug-17,176.29,177.92,175.91,177.85,3174497
1-Aug-17,175.93,176.38,174.81,176.29,2665971
31-Jul-17,-,175.60,-,174.97,3477036
28-Jul-17,173.06,174.34,172.13,174.00,2401766
27-Jul-17,173.17,173.18,172.22,173.05,3523365
26-Jul-17,173.00,173.79,172.50,173.02,2849544
25-Jul-17,172.15,173.37,172.15,172.94,2921124
24-Jul-17,171.50,171.88,171.07,171.37,2649623
21-Jul-17,171.57,171.69,170.66,171.34,2419774
20-Jul-17,171.33,171.87,171.07,171.33,2137923
19-Jul-17,170.66,171.33,170.35,171.20,1923235
18-Jul-17,170.04,170.69,169.56,170.31,2599866
17-Jul-17,169.44,170.73,168.95,170.16,3044423
14-Jul-17,168.90,169.92,168.52,169.47,2941549
13-Jul-17,170.06,170.07,169.25,169.69,3170520
12-Jul-17,169.79,170.09,169.06,169.92,3018227
11-Jul-17,169.94,170.20,168.00,169.24,3525601
10-Jul-17,170.61,171.31,169.90,170.25,2504544
7-Jul-17,170.84,171.32,169.90,171.14,2967228
6-Jul-17,171.56,171.97,170.09,170.20,3182046
5-Jul-17,172.06,172.50,171.28,171.85,2558551
3-Jul-17,170.40,172.70,169.95,171.80,2493428
30-Jun-17,170.01,170.15,169.27,169.37,3627845
29-Jun-17,170.68,171.37,168.60,169.30,3545467
28-Jun-17,167.93,170.15,167.90,169.89,3210877
27-Jun-17,167.72,168.06,166.78,167.35,2995631
26-Jun-17,167.80,168.28,166.97,167.49,2542983
23-Jun-17,169.27,169.27,166.64,167.22,4046778
22-Jun-17,169.33,169.67,168.31,168.32,2673903
21-Jun-17,170.61,170.78,169.34,169.62,2365080
20-Jun-17,171.68,171.68,170.45,170.55,2470055
19-Jun-17,171.39,171.95,170.78,171.55,2869040
16-Jun-17,170.60,171.04,169.75,170.48,6505945
15-Jun-17,170.60,170.92,169.57,170.55,3275236
14-Jun-17,170.92,171.50,169.55,171.45,3344536
13-Jun-17,171.50,171.82,170.90,171.47,3145426
12-Jun-17,169.43,170.65,169.26,170.50,4662747
9-Jun-17,167.67,170.14,167.42,170.00,3781306
8-Jun-17,166.35,167.94,166.23,166.94,4387420
7-Jun-17,166.14,166.75,165.87,166.50,2987775
6-Jun-17,166.12,166.72,165.88,166.13,2752253
5-Jun-17,166.43,167.13,166.33,166.52,2303426
2-Jun-17,166.13,166.92,165.85,166.29,3919875
1-Jun-17,165.80,166.69,164.75,166.66,3330897
31-May-17,165.27,165.45,164.10,165.28,5674932
30-May-17,165.79,165.87,164.47,165.11,3048318
26-May-17,165.25,165.88,165.02,165.69,2156256
25-May-17,165.23,165.50,164.71,165.30,2605333
