Date,Open,High,Low,Close,Volume
19-May-17,87.62,88.74,87.29,88.10,362051
18-May-17,87.04,87.80,86.90,87.33,352815
17-May-17,87.10,87.81,86.47,87.44,440738
16-May-17,87.67,88.02,87.22,87.57,480349
15-May-17,87.50,88.77,87.21,87.77,571907
12-May-17,87.25,87.69,86.65,87.21,577610
11-May-17,89.49,89.58,87.03,87.25,673391
10-May-17,89.14,90.03,88.56,89.93,387900
9-May-17,89.55,89.75,88.38,89.12,496769
8-May-17,90.20,90.30,89.28,89.57,494943
5-May-17,89.18,90.80,89.01,90.15,573213
4-May-17,88.81,90.05,88.54,88.92,581587
3-May-17,91.01,91.26,87.83,88.80,1187201
2-May-17,93.20,94.77,91.15,91.23,1424067
1-May-17,96.73,97.33,95.75,97.10,496745
28-Apr-17,97.18,97.18,96.15,96.60,269785
27-Apr-17,97.00,97.40,96.75,97.00,578890
26-Apr-17,97.09,97.24,96.61,96.96,397572
25-Apr-17,97.32,97.32,96.83,97.12,436186
24-Apr-17,97.29,97.50,96.57,96.96,523545
21-Apr-17,97.00,97.07,95.90,96.75,430342
20-Apr-17,96.68,97.44,96.32,96.89,522385
19-Apr-17,95.69,96.66,95.60,96.32,410672
18-Apr-17,94.82,95.38,94.02,95.33,246963
17-Apr-17,94.16,94.66,93.45,94.61,220830
13-Apr-17,93.71,94.36,93.23,93.44,317340
12-Apr-17,94.09,94.43,93.30,93.58,359679
11-Apr-17,93.66,94.24,93.00,94.11,315156
10-Apr-17,93.59,94.18,93.40,93.83,222175
7-Apr-17,93.51,94.36,93.16,93.34,263043
6-Apr-17,92.51,94.11,91.95,93.72,301036
5-Apr-17,92.95,94.07,91.83,92.05,451737
4-Apr-17,93.12,93.36,92.51,92.77,295726
3-Apr-17,93.54,93.89,92.56,93.25,475916
31-Mar-17,92.83,93.65,92.83,93.39,267300
30-Mar-17,93.39,93.74,93.09,93.15,333699
29-Mar-17,92.85,93.42,92.50,93.36,264537
28-Mar-17,91.65,93.35,91.41,93.07,379822
27-Mar-17,91.81,92.39,90.99,91.66,331430
24-Mar-17,92.66,93.94,92.21,92.65,463688
23-Mar-17,91.80,92.98,91.69,92.25,255010
22-Mar-17,90.93,91.96,90.54,91.95,277738
21-Mar-17,92.27,92.27,90.63,90.92,334879
20-Mar-17,92.50,92.65,91.76,92.14,329917
17-Mar-17,92.00,92.34,91.88,92.23,502637
16-Mar-17,92.77,92.77,91.84,92.03,184601
15-Mar-17,91.77,92.80,91.50,92.39,330559
14-Mar-17,91.25,91.65,90.98,91.35,244529
13-Mar-17,91.83,92.25,91.38,91.56,228036
10-Mar-17,91.17,91.90,90.98,91.83,309680
9-Mar-17,91.05,91.47,90.51,90.66,201881
8-Mar-17,91.19,91.76,90.90,91.08,279394
7-Mar-17,91.10,91.69,90.79,91.14,358785
6-Mar-17,90.93,91.41,90.59,91.10,276646
3-Mar-17,91.06,91.63,90.65,91.43,328081
2-Mar-17,92.40,92.53,90.69,91.20,488007
1-Mar-17,91.31,92.67,91.31,92.29,426636
28-Feb-17,90.29,90.78,90.04,90.63,614873
27-Feb-17,90.99,91.24,89.93,90.28,438858
24-Feb-17,91.78,92.36,90.21,90.98,904981
23-Feb-17,94.45,94.46,92.56,92.59,492415
22-Feb-17,94.66,95.04,93.54,93.96,568284
21-Feb-17,94.58,95.07,94.25,94.79,549320
17-Feb-17,94.05,94.33,93.41,93.91,416911
16-Feb-17,94.42,94.90,93.73,93.99,444619
15-Feb-17,93.70,94.98,93.50,94.42,535883
14-Feb-17,91.96,93.82,91.53,93.45,534984
13-Feb-17,92.61,93.09,91.69,91.87,611986
10-Feb-17,91.61,92.66,91.52,92.49,380704
9-Feb-17,91.57,91.64,90.90,91.32,607792
8-Feb-17,90.85,91.92,90.65,91.55,536948
7-Feb-17,90.44,91.12,90.06,90.90,602888
6-Feb-17,89.66,90.82,89.25,90.29,611500
3-Feb-17,89.50,90.42,88.61,90.08,917151
2-Feb-17,90.79,91.21,88.72,89.36,871407
1-Feb-17,92.55,92.56,89.81,90.94,1091460
31-Jan-17,95.00,95.54,91.86,91.97,1645624
30-Jan-17,94.05,94.25,92.74,92.98,568152
27-Jan-17,94.27,94.46,93.50,94.03,352249
26-Jan-17,95.30,95.30,93.91,94.10,446924
25-Jan-17,95.77,95.90,94.94,95.00,344852
24-Jan-17,95.33,95.59,94.82,95.39,355874
23-Jan-17,94.48,95.28,94.25,94.78,403017
20-Jan-17,93.78,94.93,93.78,94.25,255340
19-Jan-17,94.83,95.31,93.19,93.54,293759
18-Jan-17,93.59,94.56,93.07,94.52,432822
17-Jan-17,93.25,93.25,92.38,93.06,653152
13-Jan-17,93.14,93.51,92.83,93.24,343900
12-Jan-17,92.91,93.28,92.45,92.94,326120
11-Jan-17,93.74,93.95,92.49,93.30,674975
10-Jan-17,94.63,95.24,93.80,94.82,392544
9-Jan-17,95.90,96.20,94.56,94.70,407138
6-Jan-17,96.23,96.35,95.37,96.02,344820
5-Jan-17,96.02,96.30,95.30,95.93,280112
4-Jan-17,95.18,96.28,94.84,96.08,369012
3-Jan-17,96.29,96.38,94.43,94.80,355083
30-Dec-16,94.64,95.67,94.43,95.55,379091
29-Dec-16,95.00,95.31,94.39,94.75,287950
28-Dec-16,95.71,95.85,94.35,94.86,334881
27-Dec-16,96.02,96.30,95.29,95.71,242384
23-Dec-16,95.64,96.12,95.12,95.99,200290
22-Dec-16,96.00,96.15,95.01,95.83,289595
21-Dec-16,95.32,96.30,95.26,95.98,441899
20-Dec-16,95.01,95.56,94.26,95.15,571526
19-Dec-16,95.30,95.92,94.26,95.36,328777
16-Dec-16,95.40,95.55,94.80,94.99,681581
15-Dec-16,94.65,95.98,94.12,95.41,389497
14-Dec-16,95.49,95.78,94.27,94.74,616117
13-Dec-16,95.90,96.25,94.76,95.40,660193
12-Dec-16,96.10,98.82,95.26,96.00,481248
9-Dec-16,97.15,97.50,95.42,96.00,817778
8-Dec-16,95.26,98.60,94.96,96.86,3137952
7-Dec-16,91.00,93.00,91.00,92.84,447159
6-Dec-16,91.35,91.35,90.10,90.83,318288
5-Dec-16,91.74,91.93,90.42,91.08,313806
2-Dec-16,90.51,91.15,90.01,91.11,414445
1-Dec-16,91.33,91.58,89.71,90.34,424995
30-Nov-16,92.11,93.00,91.20,91.27,610494
29-Nov-16,90.03,91.96,90.01,91.61,578698
28-Nov-16,90.43,90.63,89.82,90.17,246115
25-Nov-16,90.33,91.04,90.26,90.45,147288
23-Nov-16,89.88,90.49,89.63,90.21,306480
22-Nov-16,88.54,90.25,88.40,90.16,431028
21-Nov-16,88.50,89.29,88.17,88.39,419308
18-Nov-16,88.21,88.34,87.53,88.14,279711
17-Nov-16,88.00,88.39,87.42,88.16,345640
16-Nov-16,86.79,87.76,86.79,87.66,311604
15-Nov-16,87.07,87.65,86.34,86.89,571911
14-Nov-16,86.29,86.95,85.42,86.94,764655
11-Nov-16,84.35,85.09,83.51,84.95,870957
10-Nov-16,91.18,91.25,83.97,84.25,1766530
9-Nov-16,90.39,91.66,89.63,90.45,1544521
8-Nov-16,88.69,89.94,88.53,89.15,1680348
7-Nov-16,88.66,88.74,87.58,88.65,512387
4-Nov-16,88.69,89.20,86.94,87.36,714984
3-Nov-16,89.53,89.98,88.50,88.67,1302616
2-Nov-16,87.44,87.99,86.51,86.90,962161
1-Nov-16,88.25,88.38,86.56,87.44,601507
31-Oct-16,88.52,88.76,87.98,88.09,384840
28-Oct-16,87.95,88.90,87.79,88.27,574641
27-Oct-16,89.00,89.10,87.65,88.00,609853
26-Oct-16,88.28,88.94,87.88,88.62,490359
25-Oct-16,88.51,88.54,87.76,88.08,275181
24-Oct-16,89.43,89.43,88.48,88.66,255930
21-Oct-16,88.33,88.71,88.08,88.63,347783
20-Oct-16,87.40,88.86,87.08,88.54,654891
19-Oct-16,86.80,87.01,86.51,87.01,274901
18-Oct-16,86.60,86.86,86.34,86.64,413284
17-Oct-16,86.48,86.75,85.90,86.04,349686
14-Oct-16,87.00,87.00,85.77,85.80,449865
13-Oct-16,85.08,86.27,84.65,85.59,782829
12-Oct-16,83.55,86.08,83.43,85.37,824660
11-Oct-16,84.04,84.04,83.07,83.55,323415
10-Oct-16,84.00,84.44,84.00,84.19,338142
7-Oct-16,84.05,84.14,83.08,83.48,270704
6-Oct-16,82.65,84.16,82.49,84.06,446284
5-Oct-16,83.13,83.46,82.82,82.95,357067
4-Oct-16,83.06,83.57,82.82,83.03,351414
3-Oct-16,83.12,83.19,82.51,83.08,389436
30-Sep-16,82.71,83.47,82.31,83.27,346691
29-Sep-16,83.55,83.73,82.13,82.38,205843
28-Sep-16,83.35,83.67,82.88,83.62,232298
27-Sep-16,81.86,83.05,81.50,83.02,249345
26-Sep-16,81.50,82.14,81.50,81.76,206882
23-Sep-16,82.18,82.48,81.58,81.60,189705
22-Sep-16,81.85,82.54,81.74,82.26,256426
21-Sep-16,80.97,81.43,80.68,81.27,241953
20-Sep-16,80.69,81.11,80.54,80.66,240442
19-Sep-16,80.03,80.58,79.65,80.35,240480
16-Sep-16,79.61,80.36,79.51,79.81,350386
15-Sep-16,80.02,80.57,79.61,80.22,171272
14-Sep-16,79.79,79.98,79.33,79.74,299931
13-Sep-16,80.05,80.36,79.35,79.64,248475
12-Sep-16,79.11,80.67,78.73,80.55,670210
9-Sep-16,81.07,81.07,79.32,79.32,387951
8-Sep-16,82.10,82.52,81.66,81.68,281235
7-Sep-16,82.84,82.84,81.88,82.47,332859
6-Sep-16,83.48,83.59,82.59,82.86,340152
2-Sep-16,83.02,83.11,82.18,83.07,268940
1-Sep-16,82.50,82.92,82.37,82.58,286860
31-Aug-16,82.67,82.92,81.84,82.80,321901
30-Aug-16,81.72,82.65,81.71,82.58,351765
29-Aug-16,81.53,82.23,81.53,81.70,199652
26-Aug-16,81.95,81.95,80.98,81.31,225872
25-Aug-16,81.58,81.90,81.35,81.70,262310
24-Aug-16,81.75,82.07,81.53,81.74,363102
